inventory_id,product_id,warehouse_id,quantity_available,quantity_reserved,reorder_point,last_restock_date,last_stock_check,bin_location
6906,2550,5,88,42,50,2024-08-29 12:54:00,2024-10-23 12:54:00,v-52-76
6907,2550,1,23,33,30,2023-06-10 05:24:00,2023-07-09 05:24:00,D-43-33
6908,2551,5,396,16,20,2024-01-24 23:00:00,2024-02-07 23:00:00,P-10-11
6909,2551,3,317,24,20,2023-06-03 13:28:00,2023-07-15 13:28:00,T-11-02
6910,2551,4,159,8,50,2024-10-17 02:53:00,2024-11-14 02:53:00,r-78-77
6911,2552,1,293,41,10,2024-04-18 05:56:00,2024-05-30 05:56:00,s-35-57
6912,2553,5,5,30,50,2023-02-22 11:20:00,2023-04-05 11:20:00,F-83-93
6913,2554,2,230,27,10,2024-06-10 04:53:00,2024-07-31 04:53:00,Y-29-95
6914,2555,1,147,10,50,2023-03-04 00:49:00,2023-04-25 00:49:00,b-37-83
6915,2555,4,383,40,20,2023-11-03 01:14:00,2023-11-26 01:14:00,g-81-23
6916,2556,5,191,10,50,2024-11-22 19:12:00,2024-12-19 19:12:00,t-10-94
6917,2557,2,57,45,50,2023-09-05 06:56:00,2023-10-27 06:56:00,c-55-59
6918,2558,3,115,16,10,2023-11-26 07:40:00,2023-12-21 07:40:00,M-38-91
6919,2559,5,133,47,100,2024-06-01 09:33:00,2024-06-28 09:33:00,n-88-65
6920,2559,3,231,17,20,2023-10-01 02:12:00,2023-10-11 02:12:00,x-64-83
6921,2560,2,186,15,100,2024-09-01 23:37:00,2024-09-21 23:37:00,C-75-07
6922,2560,3,255,35,10,2024-03-16 09:02:00,2024-03-23 09:02:00,V-71-49
6923,2561,1,384,3,30,2024-03-23 09:50:00,2024-05-15 09:50:00,n-27-47
6924,2561,3,261,45,50,2023-09-08 11:17:00,2023-10-17 11:17:00,k-75-57
6925,2562,2,278,23,10,2023-01-15 14:14:00,2023-03-15 14:14:00,e-28-25
6926,2562,4,81,28,100,2023-03-01 18:50:00,2023-04-25 18:50:00,z-68-21
6927,2563,4,45,39,20,2024-10-19 18:21:00,2024-10-20 18:21:00,H-84-35
6928,2563,2,77,22,30,2023-09-07 13:18:00,2023-10-11 13:18:00,S-43-29
6929,2564,1,0,22,10,2024-04-27 07:14:00,2024-05-19 07:14:00,v-21-32
6930,2564,2,307,45,30,2023-07-06 06:28:00,2023-07-22 06:28:00,l-07-33
6931,2565,2,152,17,100,2023-07-11 12:23:00,2023-07-21 12:23:00,f-48-39
6932,2565,4,373,1,30,2024-04-21 13:36:00,2024-06-11 13:36:00,a-68-70
6933,2566,3,352,3,20,2024-06-17 21:03:00,2024-08-02 21:03:00,G-58-12
6934,2566,1,19,44,10,2024-12-10 23:35:00,2025-02-03 23:35:00,q-04-19
6935,2566,4,313,14,50,2024-02-04 10:31:00,2024-03-15 10:31:00,T-34-29
6936,2567,1,370,4,100,2024-07-28 22:01:00,2024-09-12 22:01:00,n-03-19
6937,2567,3,292,8,30,2024-12-13 01:48:00,2025-01-14 01:48:00,g-31-64
6938,2567,2,166,26,20,2024-08-25 01:02:00,2024-09-27 01:02:00,d-65-02
6939,2568,2,393,46,20,2024-05-04 00:09:00,2024-05-13 00:09:00,J-91-82
6940,2569,1,62,37,50,2024-02-02 16:28:00,2024-03-11 16:28:00,H-45-22
6941,2570,4,327,29,10,2023-10-03 20:45:00,2023-10-22 20:45:00,V-11-33
6942,2571,5,70,33,50,2023-11-15 23:35:00,2023-12-16 23:35:00,O-74-53
6943,2571,4,287,24,100,2024-10-20 21:20:00,2024-12-09 21:20:00,f-69-50
6944,2572,2,366,31,50,2024-11-21 23:11:00,2024-12-08 23:11:00,l-19-16
6945,2573,5,246,1,20,2023-06-01 15:49:00,2023-06-22 15:49:00,V-40-18
6946,2573,4,137,22,20,2023-10-18 15:03:00,2023-12-03 15:03:00,q-85-03
6947,2573,1,29,35,20,2023-07-04 09:02:00,2023-07-23 09:02:00,U-01-97
6948,2574,1,385,20,50,2023-04-24 12:30:00,2023-06-22 12:30:00,A-01-53
6949,2575,3,287,0,30,2024-10-08 11:33:00,2024-10-12 11:33:00,t-91-13
6950,2576,4,316,37,50,2023-04-27 05:23:00,2023-05-18 05:23:00,F-34-62
6951,2577,3,71,24,50,2023-12-26 11:33:00,2023-12-27 11:33:00,U-50-04
6952,2578,2,296,32,10,2023-11-09 03:15:00,2023-12-27 03:15:00,P-35-72
6953,2579,1,280,29,10,2023-03-12 22:15:00,2023-04-18 22:15:00,Q-97-31
6954,2580,1,168,19,100,2023-02-23 00:57:00,2023-03-04 00:57:00,T-13-31
6955,2581,1,385,20,50,2023-08-24 01:08:00,2023-09-23 01:08:00,e-33-62
6956,2581,2,2,9,50,2023-07-12 14:01:00,2023-07-19 14:01:00,x-58-02
6957,2582,5,232,30,10,2024-10-30 01:52:00,2024-11-29 01:52:00,n-22-67
6958,2582,1,320,2,20,2024-11-03 07:44:00,2024-12-27 07:44:00,m-47-55
6959,2583,4,348,2,50,2024-08-05 09:02:00,2024-08-12 09:02:00,q-95-33
6960,2584,1,79,5,20,2023-10-31 20:21:00,2023-11-17 20:21:00,w-53-36
6961,2585,5,157,17,10,2024-08-05 08:50:00,2024-08-16 08:50:00,t-97-65
6962,2586,3,220,48,30,2023-05-18 04:31:00,2023-07-11 04:31:00,R-33-64
6963,2587,5,230,21,20,2024-01-12 06:52:00,2024-01-16 06:52:00,Y-60-71
6964,2588,4,189,41,10,2023-12-19 13:50:00,2024-02-12 13:50:00,d-99-02
6965,2588,2,193,19,20,2023-03-07 01:53:00,2023-05-06 01:53:00,I-96-02
6966,2589,4,1,14,30,2024-09-22 10:18:00,2024-11-11 10:18:00,N-86-08
6967,2589,1,301,42,30,2023-12-26 10:00:00,2024-01-15 10:00:00,c-46-17
6968,2590,2,120,21,50,2024-05-28 18:17:00,2024-06-02 18:17:00,d-72-24
6969,2591,2,355,12,30,2023-11-21 08:45:00,2023-11-30 08:45:00,B-92-03
6970,2592,5,343,21,30,2023-01-01 13:33:00,2023-02-14 13:33:00,d-28-15
6971,2592,1,37,7,20,2023-05-26 11:57:00,2023-06-02 11:57:00,J-02-55
6972,2592,4,47,27,50,2024-06-28 07:45:00,2024-07-17 07:45:00,j-32-25
6973,2593,5,136,47,30,2023-04-10 16:49:00,2023-04-22 16:49:00,d-46-08
6974,2593,2,95,39,20,2024-07-14 20:47:00,2024-07-29 20:47:00,d-36-91
6975,2594,1,15,26,100,2024-12-27 10:08:00,2025-02-01 10:08:00,i-52-65
6976,2595,4,83,8,50,2024-05-10 13:28:00,2024-06-05 13:28:00,A-68-62
6977,2596,5,123,46,10,2023-07-22 15:42:00,2023-08-27 15:42:00,g-93-25
6978,2596,3,178,47,100,2024-01-09 10:10:00,2024-03-04 10:10:00,s-37-39
6979,2597,3,30,11,10,2024-07-19 10:29:00,2024-08-04 10:29:00,y-31-88
6980,2598,2,4,13,20,2024-09-09 11:20:00,2024-11-01 11:20:00,N-26-45
6981,2598,3,169,2,20,2024-08-15 03:46:00,2024-09-18 03:46:00,w-77-69
6982,2598,4,12,33,20,2023-12-27 10:11:00,2024-01-16 10:11:00,j-48-27
6983,2599,2,153,28,30,2024-07-22 20:13:00,2024-08-16 20:13:00,U-43-22
6984,2600,2,17,13,10,2024-07-18 10:10:00,2024-08-01 10:10:00,g-54-18
6985,2601,5,254,28,50,2023-07-05 10:05:00,2023-09-01 10:05:00,Y-70-15
6986,2602,2,35,24,100,2023-11-30 15:41:00,2024-01-12 15:41:00,q-13-14
6987,2602,3,101,42,30,2024-03-13 18:44:00,2024-04-01 18:44:00,N-18-70
6988,2602,5,99,0,30,2023-03-13 06:21:00,2023-03-22 06:21:00,p-16-97
6989,2603,1,200,7,50,2024-05-11 04:59:00,2024-06-22 04:59:00,D-34-71
6990,2604,3,326,18,100,2023-07-10 12:00:00,2023-08-02 12:00:00,U-50-31
6991,2604,2,362,16,10,2023-05-02 11:06:00,2023-05-29 11:06:00,E-84-51
6992,2605,4,222,33,20,2024-11-15 22:09:00,2024-12-14 22:09:00,g-91-44
6993,2605,1,7,27,30,2023-12-14 17:14:00,2024-02-01 17:14:00,F-89-25
6994,2605,3,157,6,20,2023-01-19 16:21:00,2023-02-18 16:21:00,w-55-05
6995,2606,1,24,3,50,2023-03-10 07:18:00,2023-04-20 07:18:00,V-38-45
6996,2607,5,346,36,30,2024-09-30 06:36:00,2024-10-06 06:36:00,A-04-02
6997,2608,2,151,37,20,2024-12-13 10:13:00,2025-01-22 10:13:00,m-68-53
6998,2609,2,134,29,30,2024-07-26 05:50:00,2024-09-23 05:50:00,H-99-52
6999,2610,2,96,44,20,2023-07-15 04:30:00,2023-08-15 04:30:00,L-10-80
7000,2610,4,76,42,50,2024-12-14 18:12:00,2025-01-23 18:12:00,w-78-60
7001,2610,5,276,40,30,2023-06-09 02:35:00,2023-07-14 02:35:00,Y-89-60
7002,2611,2,338,45,20,2024-02-21 11:35:00,2024-03-06 11:35:00,X-24-05
7003,2611,4,302,12,20,2024-02-14 08:09:00,2024-02-16 08:09:00,A-60-91
7004,2611,3,209,50,30,2024-11-08 00:35:00,2024-12-13 00:35:00,a-31-66
7005,2612,5,279,8,50,2023-11-05 02:57:00,2023-11-19 02:57:00,H-72-20
7006,2613,1,152,46,20,2024-03-19 09:47:00,2024-03-24 09:47:00,E-80-31
7007,2613,4,5,29,30,2024-04-15 08:10:00,2024-06-09 08:10:00,H-16-31
7008,2614,4,238,21,100,2024-01-20 12:09:00,2024-03-06 12:09:00,s-10-83
7009,2614,2,345,11,20,2023-12-04 14:01:00,2024-01-10 14:01:00,n-50-42
7010,2615,3,345,32,100,2023-12-28 23:48:00,2024-02-19 23:48:00,t-31-94
7011,2616,1,87,22,10,2024-03-22 09:12:00,2024-04-14 09:12:00,I-48-35
7012,2616,4,96,14,20,2023-12-16 16:31:00,2024-01-28 16:31:00,Q-25-54
7013,2617,2,385,44,10,2023-07-29 01:58:00,2023-08-25 01:58:00,Z-82-31
7014,2618,2,236,18,50,2024-07-12 10:19:00,2024-08-05 10:19:00,I-34-48
7015,2618,4,252,4,10,2023-02-02 21:09:00,2023-03-23 21:09:00,c-19-22
7016,2619,5,383,39,20,2024-11-26 22:00:00,2025-01-11 22:00:00,R-37-86
7017,2619,2,340,50,30,2024-08-27 02:20:00,2024-10-23 02:20:00,x-56-14
7018,2620,5,139,10,10,2024-05-20 09:37:00,2024-07-18 09:37:00,Z-00-88
7019,2620,3,234,41,100,2024-01-02 01:43:00,2024-02-17 01:43:00,n-39-03
7020,2621,2,49,25,20,2024-05-07 09:29:00,2024-06-27 09:29:00,b-54-89
7021,2622,2,297,26,20,2023-03-14 18:06:00,2023-05-07 18:06:00,L-78-04
7022,2623,3,301,35,20,2024-06-06 03:34:00,2024-06-12 03:34:00,A-72-96
7023,2623,5,209,37,10,2024-03-25 17:25:00,2024-04-04 17:25:00,Q-36-81
7024,2624,5,65,6,30,2024-07-13 07:57:00,2024-09-09 07:57:00,d-18-35
7025,2624,2,140,15,50,2024-09-09 07:45:00,2024-11-05 07:45:00,T-21-47
7026,2625,5,7,4,20,2024-08-21 08:28:00,2024-08-29 08:28:00,k-11-39
7027,2626,3,255,18,100,2024-10-31 03:02:00,2024-12-12 03:02:00,t-24-82
7028,2626,5,397,14,10,2024-10-07 16:12:00,2024-11-20 16:12:00,i-29-52
7029,2627,4,180,27,20,2024-04-11 03:07:00,2024-04-22 03:07:00,N-47-83
7030,2627,5,189,32,10,2024-07-28 06:09:00,2024-09-19 06:09:00,J-15-47
7031,2627,1,52,23,20,2023-03-19 12:41:00,2023-04-01 12:41:00,p-79-94
7032,2628,2,148,10,20,2023-11-05 04:45:00,2023-11-07 04:45:00,S-65-20
7033,2628,1,371,19,50,2024-01-10 04:12:00,2024-01-11 04:12:00,z-80-20
7034,2629,2,128,25,10,2023-11-24 02:16:00,2023-11-30 02:16:00,C-14-60
7035,2629,1,367,50,30,2023-07-17 16:11:00,2023-08-05 16:11:00,L-55-02
7036,2629,5,231,38,50,2023-04-18 18:42:00,2023-06-02 18:42:00,b-98-99
7037,2630,5,17,37,100,2023-01-26 12:41:00,2023-03-07 12:41:00,X-48-71
7038,2631,3,100,33,10,2023-03-31 02:29:00,2023-05-21 02:29:00,q-75-81
7039,2632,4,97,42,50,2023-01-04 19:09:00,2023-02-05 19:09:00,N-04-23
7040,2633,1,61,27,50,2023-09-07 18:08:00,2023-09-16 18:08:00,R-42-74
7041,2634,5,233,7,30,2024-04-11 22:49:00,2024-04-18 22:49:00,F-63-61
7042,2634,2,23,22,50,2024-02-19 15:48:00,2024-04-11 15:48:00,Z-37-79
7043,2635,4,113,42,10,2024-12-11 10:06:00,2025-02-04 10:06:00,a-23-60
7044,2635,3,281,48,20,2023-05-04 05:12:00,2023-06-10 05:12:00,Z-61-28
7045,2636,2,305,17,10,2023-01-23 21:18:00,2023-02-08 21:18:00,q-33-65
7046,2636,5,369,47,20,2023-03-10 16:37:00,2023-03-29 16:37:00,O-94-89
7047,2636,4,16,49,50,2023-09-16 16:02:00,2023-09-24 16:02:00,r-55-55
7048,2637,4,191,26,100,2023-05-03 13:56:00,2023-05-06 13:56:00,h-99-28
7049,2638,2,162,25,30,2023-05-02 22:01:00,2023-05-07 22:01:00,E-94-78
7050,2639,5,287,7,10,2023-04-07 21:59:00,2023-05-05 21:59:00,v-50-82
7051,2640,1,18,44,10,2023-09-09 18:13:00,2023-10-24 18:13:00,K-59-97
7052,2641,3,268,32,10,2023-12-12 21:28:00,2024-01-10 21:28:00,k-84-85
7053,2642,3,227,11,20,2024-07-07 21:46:00,2024-08-16 21:46:00,R-28-47
7054,2642,1,176,28,100,2023-02-08 17:02:00,2023-03-25 17:02:00,e-22-12
7055,2642,4,157,26,50,2024-06-09 11:18:00,2024-07-01 11:18:00,E-96-23
7056,2643,3,310,9,100,2024-05-22 15:49:00,2024-06-19 15:49:00,g-13-24
7057,2644,2,111,38,30,2024-12-02 03:12:00,2025-01-31 03:12:00,u-29-80
7058,2644,4,365,16,20,2024-06-18 23:59:00,2024-08-11 23:59:00,U-20-38
7059,2645,2,372,39,30,2023-11-27 10:59:00,2024-01-11 10:59:00,Z-87-29
7060,2646,2,292,49,10,2024-01-01 15:31:00,2024-01-06 15:31:00,C-79-89
7061,2646,3,12,2,30,2023-07-01 04:22:00,2023-07-17 04:22:00,z-36-19
7062,2647,3,87,22,50,2023-10-29 01:34:00,2023-12-07 01:34:00,h-24-66
7063,2647,5,19,45,100,2024-07-06 19:17:00,2024-07-09 19:17:00,Z-57-94
7064,2648,5,143,25,10,2024-04-04 11:08:00,2024-05-09 11:08:00,j-73-20
7065,2648,1,118,20,10,2024-10-10 07:54:00,2024-11-17 07:54:00,Q-15-16
7066,2648,2,288,10,50,2023-06-24 14:48:00,2023-08-18 14:48:00,F-70-80
7067,2649,5,41,22,100,2023-07-13 22:26:00,2023-08-10 22:26:00,N-29-19
7068,2649,3,89,8,100,2023-12-10 03:18:00,2024-01-26 03:18:00,C-68-59
7069,2650,4,62,17,20,2023-05-09 18:54:00,2023-06-09 18:54:00,w-85-36
7070,2650,1,18,24,30,2023-06-23 06:09:00,2023-08-21 06:09:00,q-38-89
7071,2651,5,388,43,50,2024-03-02 11:00:00,2024-04-05 11:00:00,W-39-82
7072,2652,5,134,12,10,2024-09-23 01:26:00,2024-11-04 01:26:00,o-74-73
7073,2652,4,215,26,20,2023-02-22 08:28:00,2023-03-11 08:28:00,i-16-25
7074,2653,4,361,28,50,2024-07-12 17:24:00,2024-08-08 17:24:00,b-93-06
7075,2654,4,107,7,20,2023-06-26 19:02:00,2023-07-09 19:02:00,i-42-53
7076,2655,1,177,41,20,2023-07-11 05:07:00,2023-07-28 05:07:00,X-77-31
7077,2655,2,71,5,30,2023-10-29 12:07:00,2023-12-12 12:07:00,p-02-12
7078,2656,4,371,19,50,2023-12-28 04:44:00,2024-02-15 04:44:00,j-36-25
7079,2657,2,152,24,100,2024-05-01 00:25:00,2024-06-30 00:25:00,e-98-87
7080,2658,5,151,19,10,2024-06-30 03:48:00,2024-07-25 03:48:00,m-94-93
7081,2658,3,321,41,100,2024-09-12 17:27:00,2024-10-07 17:27:00,N-25-98
7082,2659,1,295,19,50,2024-05-28 22:03:00,2024-06-15 22:03:00,b-35-49
7083,2659,2,321,34,100,2023-01-17 06:29:00,2023-03-15 06:29:00,F-69-33
7084,2660,1,363,2,20,2024-02-06 21:21:00,2024-02-10 21:21:00,n-22-75
7085,2661,3,206,3,50,2024-03-02 19:02:00,2024-04-28 19:02:00,w-06-99
7086,2661,1,46,32,100,2024-11-22 17:48:00,2024-11-24 17:48:00,Y-31-31
7087,2662,4,87,45,30,2023-03-28 08:48:00,2023-04-19 08:48:00,q-55-15
7088,2662,1,145,33,10,2024-05-04 15:36:00,2024-05-15 15:36:00,g-10-37
7089,2663,4,127,3,20,2024-06-02 15:23:00,2024-07-02 15:23:00,E-21-77
7090,2664,3,149,21,10,2023-05-10 16:50:00,2023-05-28 16:50:00,P-98-98
7091,2665,4,287,0,50,2023-09-01 02:48:00,2023-10-03 02:48:00,F-45-81
7092,2665,3,91,42,100,2024-01-24 15:09:00,2024-03-14 15:09:00,l-96-67
7093,2665,5,291,17,50,2024-02-21 20:09:00,2024-03-23 20:09:00,O-71-28
7094,2666,3,227,0,100,2024-02-01 23:00:00,2024-02-21 23:00:00,C-45-59
7095,2666,4,246,40,10,2023-02-04 18:39:00,2023-03-01 18:39:00,f-71-25
7096,2667,3,307,41,50,2023-09-22 10:15:00,2023-10-31 10:15:00,d-03-91
7097,2667,5,141,17,10,2024-12-26 22:05:00,2025-01-15 22:05:00,A-73-09
7098,2667,1,283,17,10,2024-03-25 02:16:00,2024-04-19 02:16:00,R-61-86
7099,2668,2,141,16,100,2023-11-28 00:03:00,2024-01-18 00:03:00,b-70-97
7100,2668,4,15,25,50,2023-10-18 05:30:00,2023-11-26 05:30:00,u-57-29
7101,2669,2,186,45,10,2024-07-28 12:22:00,2024-08-05 12:22:00,o-68-73
7102,2670,3,0,15,20,2023-01-25 09:57:00,2023-03-06 09:57:00,c-83-15
7103,2671,5,154,1,20,2024-09-14 14:24:00,2024-09-28 14:24:00,E-46-84
7104,2672,3,182,22,30,2024-11-21 06:11:00,2024-12-22 06:11:00,j-92-21
7105,2672,4,394,37,30,2023-04-02 06:33:00,2023-04-29 06:33:00,k-95-25
7106,2672,1,126,14,50,2024-07-14 10:42:00,2024-08-24 10:42:00,x-82-34
7107,2673,4,352,33,50,2023-01-22 11:49:00,2023-02-11 11:49:00,u-72-23
7108,2674,2,223,5,50,2024-03-31 13:42:00,2024-04-17 13:42:00,a-08-81
7109,2675,1,250,5,50,2024-10-16 07:57:00,2024-12-03 07:57:00,Y-72-73
7110,2675,4,395,48,50,2024-04-14 16:40:00,2024-05-13 16:40:00,q-26-76
7111,2676,4,192,27,100,2023-05-12 05:48:00,2023-07-01 05:48:00,h-66-92
7112,2677,5,272,19,30,2024-09-29 00:52:00,2024-11-06 00:52:00,r-79-77
7113,2678,1,129,22,20,2024-09-29 18:40:00,2024-10-07 18:40:00,P-39-58
7114,2679,5,214,4,20,2024-12-03 21:57:00,2024-12-28 21:57:00,O-00-91
7115,2679,3,276,7,10,2024-10-14 23:58:00,2024-11-14 23:58:00,E-80-68
7116,2680,4,94,24,30,2023-11-30 06:21:00,2024-01-15 06:21:00,R-98-60
7117,2680,1,197,0,10,2023-08-11 23:31:00,2023-08-22 23:31:00,f-41-13
7118,2680,2,265,8,50,2023-07-26 06:12:00,2023-09-23 06:12:00,o-21-70
7119,2681,5,47,9,10,2023-01-05 18:44:00,2023-02-17 18:44:00,e-24-43
7120,2681,4,86,35,10,2023-08-21 10:03:00,2023-09-09 10:03:00,F-09-36
7121,2681,3,9,49,20,2023-08-21 21:45:00,2023-10-05 21:45:00,x-01-68
7122,2682,1,244,49,20,2023-10-04 23:36:00,2023-12-03 23:36:00,z-53-91
7123,2683,5,187,6,100,2023-02-21 13:37:00,2023-03-14 13:37:00,N-07-79
7124,2684,2,245,47,20,2024-08-23 15:12:00,2024-08-26 15:12:00,T-61-10
7125,2685,5,301,28,50,2024-07-22 14:38:00,2024-08-01 14:38:00,v-19-20
7126,2686,5,306,26,10,2024-05-14 21:34:00,2024-05-20 21:34:00,s-23-01
7127,2686,2,345,34,20,2023-11-28 10:16:00,2024-01-07 10:16:00,l-28-07
7128,2687,1,373,44,100,2023-02-19 00:07:00,2023-03-26 00:07:00,G-91-82
7129,2688,1,314,26,100,2023-05-05 06:44:00,2023-05-26 06:44:00,N-10-14
7130,2689,4,330,47,10,2024-04-28 01:31:00,2024-05-06 01:31:00,a-05-20
7131,2689,1,80,30,10,2024-06-29 12:06:00,2024-07-07 12:06:00,k-14-53
7132,2690,1,347,36,10,2024-06-10 21:56:00,2024-07-09 21:56:00,d-70-99
7133,2690,2,4,0,10,2023-07-14 16:11:00,2023-08-10 16:11:00,K-39-00
7134,2691,2,260,5,50,2023-01-03 08:12:00,2023-02-10 08:12:00,M-07-90
7135,2692,3,62,21,10,2024-08-11 07:57:00,2024-09-20 07:57:00,Z-09-66
7136,2692,5,71,13,20,2024-05-30 18:59:00,2024-07-12 18:59:00,E-33-52
7137,2692,4,296,2,10,2024-01-26 22:21:00,2024-03-18 22:21:00,F-33-48
7138,2693,4,178,14,30,2024-02-20 01:23:00,2024-03-21 01:23:00,i-07-35
7139,2694,3,86,19,50,2024-12-26 00:07:00,2025-01-26 00:07:00,c-33-03
7140,2694,5,243,49,10,2023-05-18 09:46:00,2023-06-24 09:46:00,G-20-19
7141,2694,1,9,27,30,2024-04-20 09:20:00,2024-04-27 09:20:00,u-80-13
7142,2695,3,2,30,10,2023-12-03 23:52:00,2023-12-15 23:52:00,o-09-31
7143,2695,4,22,20,100,2024-02-12 12:20:00,2024-03-20 12:20:00,H-59-45
7144,2696,2,164,28,10,2023-10-22 16:45:00,2023-11-26 16:45:00,x-39-65
7145,2696,1,174,45,50,2023-08-20 00:13:00,2023-10-06 00:13:00,J-43-77
7146,2697,1,257,21,20,2023-08-23 22:16:00,2023-09-24 22:16:00,P-16-74
7147,2697,5,159,42,50,2024-06-17 15:51:00,2024-06-25 15:51:00,e-14-32
7148,2698,3,155,4,50,2023-07-14 05:28:00,2023-07-17 05:28:00,P-06-18
7149,2698,5,378,30,10,2023-05-03 23:58:00,2023-05-05 23:58:00,z-78-77
7150,2699,2,133,44,20,2024-08-01 10:57:00,2024-08-28 10:57:00,A-35-06
7151,2700,1,239,15,30,2023-05-21 11:06:00,2023-06-01 11:06:00,N-27-36
7152,2700,5,115,2,30,2023-05-19 16:57:00,2023-06-12 16:57:00,J-98-37
7153,2701,2,19,23,10,2024-10-29 10:47:00,2024-12-19 10:47:00,Q-37-48
7154,2702,4,240,26,100,2024-11-10 10:18:00,2024-12-10 10:18:00,S-42-72
7155,2703,5,379,11,50,2023-02-25 08:00:00,2023-03-07 08:00:00,c-04-57
7156,2704,1,340,30,20,2023-02-11 02:15:00,2023-03-10 02:15:00,g-55-02
7157,2705,5,235,37,20,2023-12-15 02:34:00,2024-02-09 02:34:00,E-67-73
7158,2706,1,207,29,50,2024-12-03 10:47:00,2025-01-30 10:47:00,J-86-66
7159,2707,5,173,16,30,2023-10-02 06:30:00,2023-11-18 06:30:00,U-36-28
7160,2707,2,24,36,100,2023-10-14 12:50:00,2023-11-12 12:50:00,C-62-75
7161,2708,3,160,30,50,2024-05-30 00:24:00,2024-06-06 00:24:00,S-86-53
7162,2708,5,216,46,10,2023-11-03 17:33:00,2023-11-08 17:33:00,c-50-59
7163,2709,5,296,39,10,2023-01-28 20:22:00,2023-02-16 20:22:00,N-02-33
7164,2710,3,167,45,10,2023-01-07 18:18:00,2023-01-22 18:18:00,Q-07-37
7165,2710,2,28,32,100,2023-03-22 08:20:00,2023-05-02 08:20:00,b-36-43
7166,2710,1,271,5,10,2024-05-12 02:59:00,2024-07-01 02:59:00,c-64-60
7167,2711,2,113,9,10,2023-05-12 18:59:00,2023-06-05 18:59:00,p-40-09
7168,2711,4,34,8,100,2023-04-16 02:32:00,2023-05-09 02:32:00,x-13-04
7169,2712,4,122,6,50,2023-06-26 00:52:00,2023-08-10 00:52:00,k-18-33
7170,2712,3,249,49,50,2023-03-31 10:46:00,2023-05-08 10:46:00,z-29-31
7171,2712,5,325,19,10,2023-10-20 09:54:00,2023-11-25 09:54:00,S-97-73
7172,2713,2,145,36,30,2023-02-19 04:14:00,2023-03-25 04:14:00,i-85-23
7173,2713,5,68,38,10,2024-06-06 12:04:00,2024-06-09 12:04:00,A-98-13
7174,2714,3,28,48,50,2023-08-23 19:13:00,2023-09-26 19:13:00,j-05-98
7175,2714,1,391,46,30,2023-10-15 10:20:00,2023-10-28 10:20:00,s-86-89
7176,2715,2,101,2,100,2024-05-12 21:39:00,2024-05-15 21:39:00,q-15-54
7177,2716,1,62,0,100,2024-02-12 05:25:00,2024-03-08 05:25:00,f-41-55
7178,2716,5,289,46,30,2024-04-20 20:02:00,2024-06-18 20:02:00,W-90-10
7179,2717,2,152,8,30,2023-04-26 13:56:00,2023-06-03 13:56:00,P-78-94
7180,2717,1,321,26,100,2024-06-26 10:15:00,2024-07-07 10:15:00,B-84-95
7181,2718,1,85,22,50,2024-10-01 10:10:00,2024-10-06 10:10:00,i-48-49
7182,2719,2,144,18,10,2023-12-02 21:49:00,2023-12-30 21:49:00,f-66-27
7183,2719,5,324,12,10,2023-01-25 05:23:00,2023-03-12 05:23:00,h-71-12
7184,2719,3,11,26,100,2023-07-31 06:14:00,2023-09-05 06:14:00,x-90-21
7185,2720,1,75,38,20,2024-10-03 05:18:00,2024-11-09 05:18:00,X-25-36
7186,2721,1,358,50,30,2024-09-24 01:31:00,2024-11-11 01:31:00,p-58-36
7187,2722,5,120,45,100,2023-12-24 05:56:00,2024-02-18 05:56:00,I-03-80
7188,2723,2,207,6,50,2024-08-31 09:35:00,2024-10-29 09:35:00,k-03-55
7189,2724,1,227,26,50,2023-12-26 19:41:00,2024-01-18 19:41:00,q-40-86
7190,2725,2,196,35,30,2024-09-18 11:24:00,2024-10-29 11:24:00,U-69-06
7191,2726,5,51,9,30,2023-07-02 02:52:00,2023-07-18 02:52:00,W-23-13
7192,2726,1,6,21,100,2024-01-07 11:11:00,2024-03-01 11:11:00,Q-79-11
7193,2727,4,335,43,10,2023-04-14 05:59:00,2023-05-02 05:59:00,e-03-41
7194,2728,5,151,4,30,2024-09-28 03:39:00,2024-11-27 03:39:00,K-02-56
7195,2728,3,284,36,100,2023-02-13 08:42:00,2023-03-02 08:42:00,M-90-97
7196,2729,5,88,33,100,2023-06-02 17:53:00,2023-07-17 17:53:00,j-99-94
7197,2729,1,32,0,20,2023-03-28 11:28:00,2023-04-11 11:28:00,S-30-41
7198,2730,2,204,22,20,2023-04-19 08:37:00,2023-05-28 08:37:00,m-96-89
7199,2731,4,174,32,30,2024-07-22 19:59:00,2024-09-07 19:59:00,u-28-20
7200,2731,2,224,41,100,2023-04-11 07:30:00,2023-05-13 07:30:00,E-81-11
7201,2732,5,187,7,100,2023-09-16 12:05:00,2023-10-19 12:05:00,N-69-19
7202,2732,4,121,29,50,2024-09-18 19:00:00,2024-09-21 19:00:00,n-06-95
7203,2733,5,72,4,100,2023-09-17 06:38:00,2023-11-11 06:38:00,k-28-01
7204,2733,1,77,41,20,2023-05-11 00:47:00,2023-06-03 00:47:00,a-29-08
7205,2733,3,45,37,100,2024-07-28 05:54:00,2024-08-21 05:54:00,z-27-55
7206,2734,4,98,20,50,2024-01-15 05:42:00,2024-02-14 05:42:00,p-50-67
7207,2734,2,280,3,50,2024-07-15 20:32:00,2024-08-25 20:32:00,p-85-00
